case,variant,rows,k,q,columns,reversed,sample,iterations,elapsed_ns,ns_per_call,cpu_mhz,median,mean,stddev,ci95_mean_low,ci95_mean_high
cutoff,context_default,64,8,32,64,0,7,256,35322100,137976.953125,3280.54,131978.125,134538.36805555556,8261.3384285101092,126882.86111180286,142193.87499930826
cutoff,context_default,64,8,32,64,0,8,256,33599100,131246.484375,3649.1399999999999,131978.125,134538.36805555556,8261.3384285101092,126882.86111180286,142193.87499930826
cutoff,context_forced,64,8,32,64,0,0,256,33790800,131995.3125,2911.9400000000001,130470.3125,135177.90798611112,10625.558792878415,125331.55683804379,145024.25913417846
cutoff,context_forced,64,8,32,64,0,1,256,32858800,128354.6875,3354.2600000000002,130470.3125,135177.90798611112,10625.558792878415,125331.55683804379,145024.25913417846
cutoff,context_forced,64,8,32,64,0,2,256,34490000,134726.5625,3206.8200000000002,130470.3125,135177.90798611112,10625.558792878415,125331.55683804379,145024.25913417846
cutoff,context_forced,64,8,32,64,0,3,256,33211800,129733.59375,2875.0799999999999,130470.3125,135177.90798611112,10625.558792878415,125331.55683804379,145024.25913417846
cutoff,context_forced,64,8,32,64,0,4,256,32993400,128880.46875,3427.98,130470.3125,135177.90798611112,10625.558792878415,125331.55683804379,145024.25913417846
cutoff,context_forced,64,8,32,64,0,5,256,33014000,128960.9375,3464.8399999999997,130470.3125,135177.90798611112,10625.558792878415,125331.55683804379,145024.25913417846
cutoff,context_forced,64,8,32,64,0,6,256,33400400,130470.3125,3206.8200000000002,130470.3125,135177.90798611112,10625.558792878415,125331.55683804379,145024.25913417846
cutoff,context_forced,64,8,32,64,0,7,256,41189100,160894.921875,2985.6600000000003,130470.3125,135177.90798611112,10625.558792878415,125331.55683804379,145024.25913417846
cutoff,context_forced,64,8,32,64,0,8,256,36501600,142584.375,3649.1399999999999,130470.3125,135177.90798611112,10625.558792878415,125331.55683804379,145024.25913417846
cutoff,scalar_prevalidated,64,8,32,64,0,0,128,38673100,302133.59375,3354.2600000000002,300511.71875,299774.56597222225,4473.7828669632045,295628.86051550304,303920.27142894146
cutoff,scalar_prevalidated,64,8,32,64,0,1,128,38422600,300176.5625,3317.4000000000001,300511.71875,299774.56597222225,4473.7828669632045,295628.86051550304,303920.27142894146
cutoff,scalar_prevalidated,64,8,32,64,0,2,128,37204200,290657.8125,3206.8200000000002,300511.71875,299774.56597222225,4473.7828669632045,295628.86051550304,303920.27142894146
cutoff,scalar_prevalidated,64,8,32,64,0,3,128,38803800,303154.6875,2985.6600000000003,300511.71875,299774.56597222225,4473.7828669632045,295628.86051550304,303920.27142894146
cutoff,scalar_prevalidated,64,8,32,64,0,4,128,38465500,300511.71875,3169.96,300511.71875,299774.56597222225,4473.7828669632045,295628.86051550304,303920.27142894146
cutoff,scalar_prevalidated,64,8,32,64,0,5,128,38751500,302746.09375,3612.2799999999997,300511.71875,299774.56597222225,4473.7828669632045,295628.86051550304,303920.27142894146
cutoff,scalar_prevalidated,64,8,32,64,0,6,128,37696300,294502.34375,2875.0799999999999,300511.71875,299774.56597222225,4473.7828669632045,295628.86051550304,303920.27142894146
cutoff,scalar_prevalidated,64,8,32,64,0,7,128,38980100,304532.03125,3612.2799999999997,300511.71875,299774.56597222225,4473.7828669632045,295628.86051550304,303920.27142894146
cutoff,scalar_prevalidated,64,8,32,64,0,8,128,38343200,299556.25,3649.1399999999999,300511.71875,299774.56597222225,4473.7828669632045,295628.86051550304,303920.27142894146
scalar_output,tensor_dot_serial,1,64,64,1,0,0,16384,34633100,2113.836669921875,2764.5,2046.03271484375,2050.2102322048613,41.627964644750087,2011.6349849673929,2088.7854794423297
scalar_output,tensor_dot_serial,1,64,64,1,0,1,16384,33522200,2046.03271484375,2580.1999999999998,2046.03271484375,2050.2102322048613,41.627964644750087,2011.6349849673929,2088.7854794423297
scalar_output,tensor_dot_serial,1,64,64,1,0,2,16384,34188700,2086.712646484375,2727.6399999999999,2046.03271484375,2050.2102322048613,41.627964644750087,2011.6349849673929,2088.7854794423297
scalar_output,tensor_dot_serial,1,64,64,1,0,3,16384,34248800,2090.380859375,2617.0599999999999,2046.03271484375,2050.2102322048613,41.627964644750087,2011.6349849673929,2088.7854794423297
scalar_output,tensor_dot_serial,1,64,64,1,0,4,16384,33116900,2021.295166015625,2801.3600000000001,2046.03271484375,2050.2102322048613,41.627964644750087,2011.6349849673929,2088.7854794423297
scalar_output,tensor_dot_serial,1,64,64,1,0,5,16384,33918900,2070.245361328125,2764.5,2046.03271484375,2050.2102322048613,41.627964644750087,2011.6349849673929,2088.7854794423297
scalar_output,tensor_dot_serial,1,64,64,1,0,6,16384,33086900,2019.464111328125,2985.6600000000003,2046.03271484375,2050.2102322048613,41.627964644750087,2011.6349849673929,2088.7854794423297
scalar_output,tensor_dot_serial,1,64,64,1,0,7,16384,32758900,1999.444580078125,2801.3600000000001,2046.03271484375,2050.2102322048613,41.627964644750087,2011.6349849673929,2088.7854794423297
scalar_output,tensor_dot_serial,1,64,64,1,0,8,16384,32841400,2004.47998046875,2690.7799999999997,2046.03271484375,2050.2102322048613,41.627964644750087,2011.6349849673929,2088.7854794423297
scalar_output,context_default,1,64,64,1,0,0,16384,33171800,2024.64599609375,2727.6399999999999,2024.64599609375,2036.3532172309028,36.278423725526515,2002.7352112452484,2069.9712232165575
scalar_output,context_default,1,64,64,1,0,1,16384,33141400,2022.79052734375,2506.48,2024.64599609375,2036.3532172309028,36.278423725526515,2002.7352112452484,2069.9712232165575
scalar_output,context_default,1,64,64,1,0,2,16384,33151500,2023.406982421875,2727.6399999999999,2024.64599609375,2036.3532172309028,36.278423725526515,2002.7352112452484,2069.9712232165575
scalar_output,context_default,1,64,64,1,0,3,16384,33405600,2038.916015625,2727.6399999999999,2024.64599609375,2036.3532172309028,36.278423725526515,2002.7352112452484,2069.9712232165575
scalar_output,context_default,1,64,64,1,0,4,16384,33659200,2054.39453125,2801.3600000000001,2024.64599609375,2036.3532172309028,36.278423725526515,2002.7352112452484,2069.9712232165575
scalar_output,context_default,1,64,64,1,0,5,16384,33362100,2036.260986328125,2727.6399999999999,2024.64599609375,2036.3532172309028,36.278423725526515,2002.7352112452484,2069.9712232165575
scalar_output,context_default,1,64,64,1,0,6,16384,34729200,2119.7021484375,2985.6600000000003,2024.64599609375,2036.3532172309028,36.278423725526515,2002.7352112452484,2069.9712232165575
