case,variant,rows,k,q,columns,reversed,sample,iterations,elapsed_ns,ns_per_call,cpu_mhz,median,mean,stddev,ci95_mean_low,ci95_mean_high
small,scalar_prevalidated,16,4,4,16,0,2,16384,30718500,1874.908447265625,2690.7799999999997,1887.701416015625,1883.4716796875,29.869205518435152,1855.7928825737501,1911.1504768012499
small,scalar_prevalidated,16,4,4,16,0,3,16384,31325100,1911.932373046875,2764.5,1887.701416015625,1883.4716796875,29.869205518435152,1855.7928825737501,1911.1504768012499
small,scalar_prevalidated,16,4,4,16,0,4,16384,31593400,1928.30810546875,3206.8200000000002,1887.701416015625,1883.4716796875,29.869205518435152,1855.7928825737501,1911.1504768012499
small,scalar_prevalidated,16,4,4,16,0,5,16384,30928100,1887.701416015625,2727.6399999999999,1887.701416015625,1883.4716796875,29.869205518435152,1855.7928825737501,1911.1504768012499
small,scalar_prevalidated,16,4,4,16,0,6,16384,31258500,1907.867431640625,2727.6399999999999,1887.701416015625,1883.4716796875,29.869205518435152,1855.7928825737501,1911.1504768012499
small,scalar_prevalidated,16,4,4,16,0,7,16384,30053800,1834.33837890625,2764.5,1887.701416015625,1883.4716796875,29.869205518435152,1855.7928825737501,1911.1504768012499
small,scalar_prevalidated,16,4,4,16,0,8,16384,30466400,1859.521484375,2875.0799999999999,1887.701416015625,1883.4716796875,29.869205518435152,1855.7928825737501,1911.1504768012499
reversed,tensor_dot_serial,32,16,16,32,1,0,8,24697900,3087237.5,2875.0799999999999,3121862.5,3133525,65500.763056146912,3072827.6262346371,3194222.3737653629
reversed,tensor_dot_serial,32,16,16,32,1,1,8,24974900,3121862.5,2838.2200000000003,3121862.5,3133525,65500.763056146912,3072827.6262346371,3194222.3737653629
reversed,tensor_dot_serial,32,16,16,32,1,2,8,24558500,3069812.5,3464.8399999999997,3121862.5,3133525,65500.763056146912,3072827.6262346371,3194222.3737653629
reversed,tensor_dot_serial,32,16,16,32,1,3,8,25203600,3150450,2801.3600000000001,3121862.5,3133525,65500.763056146912,3072827.6262346371,3194222.3737653629
reversed,tensor_dot_serial,32,16,16,32,1,4,8,25555400,3194425,2727.6399999999999,3121862.5,3133525,65500.763056146912,3072827.6262346371,3194222.3737653629
reversed,tensor_dot_serial,32,16,16,32,1,5,8,24796100,3099512.5,3133.0999999999999,3121862.5,3133525,65500.763056146912,3072827.6262346371,3194222.3737653629
reversed,tensor_dot_serial,32,16,16,32,1,6,8,25507900,3188487.5,2838.2200000000003,3121862.5,3133525,65500.763056146912,3072827.6262346371,3194222.3737653629
reversed,tensor_dot_serial,32,16,16,32,1,7,8,25950700,3243837.5,2985.6600000000003,3121862.5,3133525,65500.763056146912,3072827.6262346371,3194222.3737653629
reversed,tensor_dot_serial,32,16,16,32,1,8,8,24368800,3046100,2764.5,3121862.5,3133525,65500.763056146912,3072827.6262346371,3194222.3737653629
reversed,context_default,32,16,16,32,1,0,8,24932500,3116562.5,2875.0799999999999,3112087.5,3111331.9444444445,20572.657171359217,3092267.9487989848,3130395.9400899042
reversed,context_default,32,16,16,32,1,1,8,24811100,3101387.5,2764.5,3112087.5,3111331.9444444445,20572.657171359217,3092267.9487989848,3130395.9400899042
reversed,context_default,32,16,16,32,1,2,8,25055100,3131887.5,2948.8000000000002,3112087.5,3111331.9444444445,20572.657171359217,3092267.9487989848,3130395.9400899042
reversed,context_default,32,16,16,32,1,3,8,24896700,3112087.5,2727.6399999999999,3112087.5,3111331.9444444445,20572.657171359217,3092267.9487989848,3130395.9400899042
reversed,context_default,32,16,16,32,1,4,8,25140300,3142537.5,2875.0799999999999,3112087.5,3111331.9444444445,20572.657171359217,3092267.9487989848,3130395.9400899042
reversed,context_default,32,16,16,32,1,5,8,24824000,3103000,3501.6999999999998,3112087.5,3111331.9444444445,20572.657171359217,3092267.9487989848,3130395.9400899042
reversed,context_default,32,16,16,32,1,6,8,24991800,3123975,3464.8399999999997,3112087.5,3111331.9444444445,20572.657171359217,3092267.9487989848,3130395.9400899042
reversed,context_default,32,16,16,32,1,7,8,24776100,3097012.5,2985.6600000000003,3112087.5,3111331.9444444445,20572.657171359217,3092267.9487989848,3130395.9400899042
reversed,context_default,32,16,16,32,1,8,8,24588300,3073537.5,2764.5,3112087.5,3111331.9444444445,20572.657171359217,3092267.9487989848,3130395.9400899042
reversed,context_forced,32,16,16,32,1,0,32,26378300,824321.875,3464.8399999999997,838275,851244.4444444445,31463.192501200851,822088.55272666505,880400.33616222395
reversed,context_forced,32,16,16,32,1,1,32,26381200,824412.5,2948.8000000000002,838275,851244.4444444445,31463.192501200851,822088.55272666505,880400.33616222395
reversed,context_forced,32,16,16,32,1,2,32,26824800,838275,2727.6399999999999,838275,851244.4444444445,31463.192501200851,822088.55272666505,880400.33616222395
