case,variant,workers,callers,grain,rows,inner,columns,batches,nested,padded,pool_spin_us,sample,iterations,elapsed_ns,ns_per_call,cpu_mhz,median,mean,stddev,ci95_mean_low,ci95_mean_high,throughput_calls_s
square16/workers4,context_default,4,1,32,16,16,16,1,0,0,0,7,32768,26032100,794.4366455078125,2653.9200000000001,1285.0128173828125,1237.0530870225693,306.6114989084669,952.92643136739002,1521.1797426777487,778202.35446110298
square16/workers4,context_default,4,1,32,16,16,16,1,0,0,0,8,32768,33800900,1031.5216064453125,2580.1999999999998,1285.0128173828125,1237.0530870225693,306.6114989084669,952.92643136739002,1521.1797426777487,778202.35446110298
square16/workers4,context_forced,4,1,32,16,16,16,1,0,0,0,0,32768,42651600,1301.62353515625,2543.3399999999997,1138.7664794921875,1157.6571994357639,273.78212111259728,903.95243387142375,1411.361965000104,878143.16456340731
square16/workers4,context_forced,4,1,32,16,16,16,1,0,0,0,1,32768,45686600,1394.244384765625,2469.6200000000003,1138.7664794921875,1157.6571994357639,273.78212111259728,903.95243387142375,1411.361965000104,878143.16456340731
square16/workers4,context_forced,4,1,32,16,16,16,1,0,0,0,2,32768,44522100,1358.7066650390625,2727.6399999999999,1138.7664794921875,1157.6571994357639,273.78212111259728,903.95243387142375,1411.361965000104,878143.16456340731
square16/workers4,context_forced,4,1,32,16,16,16,1,0,0,0,3,32768,37315100,1138.7664794921875,2285.3200000000002,1138.7664794921875,1157.6571994357639,273.78212111259728,903.95243387142375,1411.361965000104,878143.16456340731
square16/workers4,context_forced,4,1,32,16,16,16,1,0,0,0,4,32768,28483000,869.232177734375,2801.3600000000001,1138.7664794921875,1157.6571994357639,273.78212111259728,903.95243387142375,1411.361965000104,878143.16456340731
square16/workers4,context_forced,4,1,32,16,16,16,1,0,0,0,5,32768,30458300,929.5135498046875,2653.9200000000001,1138.7664794921875,1157.6571994357639,273.78212111259728,903.95243387142375,1411.361965000104,878143.16456340731
square16/workers4,context_forced,4,1,32,16,16,16,1,0,0,0,6,32768,32310000,986.02294921875,2727.6399999999999,1138.7664794921875,1157.6571994357639,273.78212111259728,903.95243387142375,1411.361965000104,878143.16456340731
square16/workers4,context_forced,4,1,32,16,16,16,1,0,0,0,7,32768,27097600,826.953125,2653.9200000000001,1138.7664794921875,1157.6571994357639,273.78212111259728,903.95243387142375,1411.361965000104,878143.16456340731
square16/workers4,context_forced,4,1,32,16,16,16,1,0,0,0,8,32768,52882700,1613.8519287109375,2764.5,1138.7664794921875,1157.6571994357639,273.78212111259728,903.95243387142375,1411.361965000104,878143.16456340731
padded128,serial,4,1,32,128,128,128,1,0,1,0,0,2,16704300,8352150,2580.1999999999998,9152300,9229333.333333334,802326.7418109657,8485843.8859218396,9972822.7807448283,109.26215268293215
padded128,serial,4,1,32,128,128,128,1,0,1,0,1,2,20094400,10047200,2875.0799999999999,9152300,9229333.333333334,802326.7418109657,8485843.8859218396,9972822.7807448283,109.26215268293215
padded128,serial,4,1,32,128,128,128,1,0,1,0,2,2,18118300,9059150,2911.9400000000001,9152300,9229333.333333334,802326.7418109657,8485843.8859218396,9972822.7807448283,109.26215268293215
padded128,serial,4,1,32,128,128,128,1,0,1,0,3,2,16687100,8343550,2875.0799999999999,9152300,9229333.333333334,802326.7418109657,8485843.8859218396,9972822.7807448283,109.26215268293215
padded128,serial,4,1,32,128,128,128,1,0,1,0,4,2,16614900,8307450,2911.9400000000001,9152300,9229333.333333334,802326.7418109657,8485843.8859218396,9972822.7807448283,109.26215268293215
