schema_version,timestamp,benchmark,case,implementation,unit,median,mean,stddev,ci95_mean_low,ci95_mean_high,result_allocations,result_bytes,platform,compiler,cpu_context,seed,warmup,batches,target_work,min_batch_ms,sample,iterations,elapsed_ns,ns_per_call,cpu_mhz,dtype,inputs,output,quick,scope,stabilize,cooldown,cache_regime,work_per_call,statistics_kind
1,"2026-08-31 06:50:46",TensorMatmul,dot/float/small/contiguous,allocation_only,ns/call,98.287812500000001,119.40293749999999,55.395568544232205,88.794358508628264,150.01151649137171,1,4,Windows-x64,GCC-16.1,"[2026-08-31 06:50:46] linear algebra start CPU: 3538 MHz (base: 3686)",12345,3,15,10000,20,1,320000,31271800,97.724374999999995,2727.6399999999999,float,"left=[16] strides=[1] origin=7 right=[16] strides=[1] origin=7","[]",0,1,1,1,reused_inputs_no_flush,16,dispersion_of_batch_means
1,"2026-08-31 06:50:46",TensorMatmul,dot/float/small/contiguous,allocation_only,ns/call,98.287812500000001,119.40293749999999,55.395568544232205,88.794358508628264,150.01151649137171,1,4,Windows-x64,GCC-16.1,"[2026-08-31 06:50:46] linear algebra start CPU: 3538 MHz (base: 3686)",12345,3,15,10000,20,2,320000,31245800,97.643124999999998,2727.6399999999999,float,"left=[16] strides=[1] origin=7 right=[16] strides=[1] origin=7","[]",0,1,1,1,reused_inputs_no_flush,16,dispersion_of_batch_means
1,"2026-08-31 06:50:46",TensorMatmul,dot/float/small/contiguous,allocation_only,ns/call,98.287812500000001,119.40293749999999,55.395568544232205,88.794358508628264,150.01151649137171,1,4,Windows-x64,GCC-16.1,"[2026-08-31 06:50:46] linear algebra start CPU: 3538 MHz (base: 3686)",12345,3,15,10000,20,3,320000,81279500,253.99843749999999,2875.0799999999999,float,"left=[16] strides=[1] origin=7 right=[16] strides=[1] origin=7","[]",0,1,1,1,reused_inputs_no_flush,16,dispersion_of_batch_means
1,"2026-08-31 06:50:46",TensorMatmul,dot/float/small/contiguous,allocation_only,ns/call,98.287812500000001,119.40293749999999,55.395568544232205,88.794358508628264,150.01151649137171,1,4,Windows-x64,GCC-16.1,"[2026-08-31 06:50:46] linear algebra start CPU: 3538 MHz (base: 3686)",12345,3,15,10000,20,4,320000,31031200,96.972499999999997,2875.0799999999999,float,"left=[16] strides=[1] origin=7 right=[16] strides=[1] origin=7","[]",0,1,1,1,reused_inputs_no_flush,16,dispersion_of_batch_means
1,"2026-08-31 06:50:46",TensorMatmul,dot/float/small/contiguous,allocation_only,ns/call,98.287812500000001,119.40293749999999,55.395568544232205,88.794358508628264,150.01151649137171,1,4,Windows-x64,GCC-16.1,"[2026-08-31 06:50:46] linear algebra start CPU: 3538 MHz (base: 3686)",12345,3,15,10000,20,5,320000,31918100,99.744062499999998,2653.9200000000001,float,"left=[16] strides=[1] origin=7 right=[16] strides=[1] origin=7","[]",0,1,1,1,reused_inputs_no_flush,16,dispersion_of_batch_means
1,"2026-08-31 06:50:46",TensorMatmul,dot/float/small/contiguous,allocation_only,ns/call,98.287812500000001,119.40293749999999,55.395568544232205,88.794358508628264,150.01151649137171,1,4,Windows-x64,GCC-16.1,"[2026-08-31 06:50:46] linear algebra start CPU: 3538 MHz (base: 3686)",12345,3,15,10000,20,6,320000,31637100,98.865937500000001,2875.0799999999999,float,"left=[16] strides=[1] origin=7 right=[16] strides=[1] origin=7","[]",0,1,1,1,reused_inputs_no_flush,16,dispersion_of_batch_means
1,"2026-08-31 06:50:46",TensorMatmul,dot/float/small/contiguous,allocation_only,ns/call,98.287812500000001,119.40293749999999,55.395568544232205,88.794358508628264,150.01151649137171,1,4,Windows-x64,GCC-16.1,"[2026-08-31 06:50:46] linear algebra start CPU: 3538 MHz (base: 3686)",12345,3,15,10000,20,7,320000,31452100,98.287812500000001,2764.5,float,"left=[16] strides=[1] origin=7 right=[16] strides=[1] origin=7","[]",0,1,1,1,reused_inputs_no_flush,16,dispersion_of_batch_means
1,"2026-08-31 06:50:46",TensorMatmul,dot/float/small/contiguous,allocation_only,ns/call,98.287812500000001,119.40293749999999,55.395568544232205,88.794358508628264,150.01151649137171,1,4,Windows-x64,GCC-16.1,"[2026-08-31 06:50:46] linear algebra start CPU: 3538 MHz (base: 3686)",12345,3,15,10000,20,8,320000,31059600,97.061250000000001,2875.0799999999999,float,"left=[16] strides=[1] origin=7 right=[16] strides=[1] origin=7","[]",0,1,1,1,reused_inputs_no_flush,16,dispersion_of_batch_means
1,"2026-08-31 06:50:46",TensorMatmul,dot/float/small/contiguous,allocation_only,ns/call,98.287812500000001,119.40293749999999,55.395568544232205,88.794358508628264,150.01151649137171,1,4,Windows-x64,GCC-16.1,"[2026-08-31 06:50:46] linear algebra start CPU: 3538 MHz (base: 3686)",12345,3,15,10000,20,9,320000,32518200,101.61937500000001,2690.7799999999997,float,"left=[16] strides=[1] origin=7 right=[16] strides=[1] origin=7","[]",0,1,1,1,reused_inputs_no_flush,16,dispersion_of_batch_means
1,"2026-08-31 06:50:46",TensorMatmul,dot/float/small/contiguous,allocation_only,ns/call,98.287812500000001,119.40293749999999,55.395568544232205,88.794358508628264,150.01151649137171,1,4,Windows-x64,GCC-16.1,"[2026-08-31 06:50:46] linear algebra start CPU: 3538 MHz (base: 3686)",12345,3,15,10000,20,10,320000,31596400,98.738749999999996,2764.5,float,"left=[16] strides=[1] origin=7 right=[16] strides=[1] origin=7","[]",0,1,1,1,reused_inputs_no_flush,16,dispersion_of_batch_means
